cnpj,identificador_matriz_filial,razao_social,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,codigo_pais,nome_pais,natureza_juridica,data_inicio_atividade,cnae,descricao_tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,municipio_import,ddd1,ddd2,ddd_fax,email,qualificacao_do_responsavel,capital_social,porte,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_do_simples,opcao_pelo_mei,situacao_especial,data_situacao_especial,telefone_completo_1,telefone_completo_2,endereco,municipio,tel_maps,site,whatsapp,instagram,facebook,email_site,score,status,socios,tel_opencnpj,email_opencnpj,site_google,atualizado_em
10917331000144,1,ASSOCIACAO DE PAIS E MESTRES DA ETEC SAO JOSE DOS CAMPOS,,2,2019-03-08,0,,,,3999,2009-05-27,9499500,AVENIDA,SALMAO,570,,PARQUE RESIDENCIAL JARDIM AQUARIUS,12246260,SP,7099,SAO JOSE DOS CAMPOS,12  39217677,,12  39223579,orgvichi@terra.com.br,10,0.00,05,0,,,0,,,,,"SALMAO, 570 — PARQUE RESIDENCIAL JARDIM AQUARIUS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10917465000165,1,CAVALCANTI CLINICA ODONTOLOGICA EIRELI,CLINICA ODONTOLOGICA DRA GABRIELA CAVALCANTI,2,2009-06-08,0,,,,2305,2009-06-08,8630504,RUA,PARAIBUNA,811,SALA  506,JARDIM SAO DIMAS,12245020,SP,7099,SAO JOSE DOS CAMPOS,12  33087778,,12  39546060,CAVALCANTIODONTOLOGIA@IG.COM.BR,65,100000.00,01,0,2015-01-01,2017-12-31,0,,,,,"PARAIBUNA, 811 — JARDIM SAO DIMAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10918320000189,1,ACONTEX SERVICOS CONTABEIS LTDA,ACONTEX ASSESSORIA CONTABIL,2,2009-06-18,0,,,,2062,2009-06-18,6920601,AVENIDA,DOUTOR MARIO GALVAO,186,,JARDIM BELA VISTA,12209004,SP,7099,SAO JOSE DOS CAMPOS,12  39413729,12  39413729,12  39413729,janaina@acontex.com.br,49,20000.00,01,1,2009-06-18,,0,,,,,"DOUTOR MARIO GALVAO, 186 — JARDIM BELA VISTA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10918419000342,2,KCI BRASIL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS PARA SAUDE LTDA.,,2,2015-04-17,0,,,,2062,2015-04-17,4645101,RUA,ROMUALDO DAVOLI,131,GALPAO: 2;,ELDORADO,12238577,SP,7099,SAO JOSE DOS CAMPOS,11  32478499,,,CPARISE@PN.COM.BR,5,0.00,05,0,2010-01-01,2011-08-31,0,,,,,"ROMUALDO DAVOLI, 131 — ELDORADO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10918537000199,1,L A FASANARO SERVICOS ADMINISTRATIVOS LTDA,FASANARO - SERVICOS ADMINISTRATIVOS,2,2009-06-18,0,,,,2062,2009-06-18,8211300,RUA,DOUTOR TITO ROBERTO LIBERATO,83,SALA  403                 EDIF  OREGON,PARQUE RESIDENCIAL AQUARIUS,12246150,SP,7099,SAO JOSE DOS CAMPOS,12  41410762,,12  39028023,LUCIANA@FASANAROCONTABIL.COM.BR,49,30000.00,01,0,2019-01-01,2019-12-31,0,,,,,"DOUTOR TITO ROBERTO LIBERATO, 83 — PARQUE RESIDENCIAL AQUARIUS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10918550000148,1,GILDESON JOSE DE OLIVEIRA,FINANCE - GESTAO FINANCEIRA E SERVICOS CONTABEIS,2,2009-06-18,0,,,,2135,2009-06-18,6920601,AVENIDA,DAS ROSAS,879,,JARDIM MOTORAMA,12224000,SP,7099,SAO JOSE DOS CAMPOS,12  39417194,12  39418610,12  39426280,JANAINA.PROCESSOS@THEOPHILLUS.COM.BR,50,10000.00,01,1,2009-06-18,,0,,,,,"DAS ROSAS, 879 — JARDIM MOTORAMA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10919079000102,1,VENTURA MARCAL & MARCAL LTDA,CYBER MARAL,2,2009-06-22,0,,,,2062,2009-06-22,8299707,RUA,GILBERTO CONSIGLIO,17,,DOM PEDRO I,12232590,SP,7099,SAO JOSE DOS CAMPOS,12  39031131,12  88213882,,altair.andrade@yahoo.com.br,49,15000.00,01,1,2009-06-22,,0,,,,,"GILBERTO CONSIGLIO, 17 — DOM PEDRO I",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10919549000138,1,STYLE OF LIFE EDUCACAO E SERVICOS MEDICOS PARA A SAUDE LTDA,STYLE OF LIFE,2,2009-06-10,0,,,,2240,2009-06-10,8630503,AVENIDA,ALFREDO IGNACIO NOGUEIRA PENIDO,255,SALA  512,PARQUE RESIDENCIAL AQUARIUS,12246000,SP,7099,SAO JOSE DOS CAMPOS,12  39114880,12  88387791,12  39114880,CONTMED@CONTMED.COM,49,1000.00,05,0,,,0,,,,,"ALFREDO IGNACIO NOGUEIRA PENIDO, 255 — PARQUE RESIDENCIAL AQUARIUS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10921107000126,1,VALESERV LTDA,,2,2009-06-18,0,,,,2062,2009-06-18,8291100,RUA,CENTRALINA,58,,BOSQUE DOS EUCALIPTOS,12233210,SP,7099,SAO JOSE DOS CAMPOS,12  39375580,,12  39375580,contabilteixeira@terra.com.br,49,10000.00,03,1,2009-06-18,,0,,,,,"CENTRALINA, 58 — BOSQUE DOS EUCALIPTOS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10921390000196,1,J C OLIVEIRA BORGES TRANSPORTES,JJPC BORGES TRANSPORTES,2,2009-05-25,0,,,,2135,2009-05-25,4930203,RUA,IDA DO NASCIMENTO,47,,JARDIM SANTA LUZIA,12228863,SP,7099,SAO JOSE DOS CAMPOS,12  98128777,12  39428208,12  39428208,CONTFLAMB@BOL.COM.BR,50,10000.00,03,0,,,0,,,,,"IDA DO NASCIMENTO, 47 — JARDIM SANTA LUZIA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10921506000197,1,ESTER FERNANDES FREIRE CARVAO,,2,2009-05-20,0,,,,2135,2009-05-20,4789099,ESTRADA,DO JAGUARI,9879,,VILA DIRCE,12213010,SP,7099,SAO JOSE DOS CAMPOS,12  33229519,,,ricardo@hali.com.br,50,3000.00,01,0,,,0,,,,,"DO JAGUARI, 9879 — VILA DIRCE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10921764000173,1,MWDMF DOS SANTOS,,2,2009-06-16,0,,,,2135,2009-06-16,6319400,RUA,LAURENT MARTINS,529,BLOCO 1                   APT   234,JARDIM ESPLANADA,12242431,SP,7099,SAO JOSE DOS CAMPOS,12  97999980,,12  33225411,EU@WILLIANFERNANDES.COM.BR,50,5000.00,01,1,2019-01-01,,0,,,,,"LAURENT MARTINS, 529 — JARDIM ESPLANADA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10924304000107,1,MONTEIRO PENA CONSTRUTORA E INCORPORADORA LTDA,,2,2009-06-18,0,,,,2062,2009-06-18,4313400,ALAMEDA,HARVEY C. WEEKS,14,SALA  56,CIDADE VISTA VERDE,12223830,SP,7099,SAO JOSE DOS CAMPOS,12  39422447,12  39215004,12  39422447,badilho@terra.com.br,49,200000.00,05,0,,,0,,,,,"HARVEY C. WEEKS, 14 — CIDADE VISTA VERDE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10924966000179,1,JOSE MAURICIO DA SILVA,,2,2009-06-26,0,,,,4120,2009-06-26,159801,RECANTO,ARCO - IRIS,S/N,,BAIRRO PERNAMBUCANA,12228845,SP,7099,SAO JOSE DOS CAMPOS,12  33024293,12  91317491,,,59,0.00,05,0,,,0,,,,,"ARCO - IRIS, S/N — BAIRRO PERNAMBUCANA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10925018000158,1,WMS FREITAS REPRESENTACAO COMERCIAL LTDA,WMS FREITAS REPRESENTACAO,2,2009-06-22,0,,,,2062,2009-06-22,4617600,RUA,DOS SOCOS,70,,JARDIM UIRA,12227670,SP,7099,SAO JOSE DOS CAMPOS,12  74012949,,,WSILVA_GGG@YAHOO.COM.BR,49,2000.00,01,1,2020-01-01,,0,,,,,"DOS SOCOS, 70 — JARDIM UIRA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10925062000168,1,CESAR MARTINS NOGUEIRA PADARIA,PADARIA SAO RAFAEL,2,2009-06-23,0,,,,2135,2009-06-23,4721102,AVENIDA,ALTO DO RIO DOCE,210,,JARDIM ALTOS DE SANTANA,12214010,SP,7099,SAO JOSE DOS CAMPOS,12  39232359,,12  39232359,alessandra_olliverr@hotmail.com,50,20000.00,01,1,2010-01-01,,0,,,,,"ALTO DO RIO DOCE, 210 — JARDIM ALTOS DE SANTANA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10927874000142,1,NILSON L. DA SILVA,,2,2020-01-13,0,,,,2135,2009-06-22,4930202,RUA,DIVINO PAULINO DA CRUZ,32,,RESIDENCIAL BOSQUE DOS IPES,12236882,SP,7099,SAO JOSE DOS CAMPOS,12  33035070,,,DIRECAO@CONTATORE.COM.BR,50,10000.00,01,1,2020-01-01,,0,,,,,"DIVINO PAULINO DA CRUZ, 32 — RESIDENCIAL BOSQUE DOS IPES",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10933010000133,1,VISUAL VALE CLINICA MEDICA LTDA,,2,2009-06-23,0,,,,2062,2009-06-23,8630502,AVENIDA,CASSIANO RICARDO,319,SALA  1403 E 1404,PARQUE RESIDENCIAL AQUARIUS,12246870,SP,7099,SAO JOSE DOS CAMPOS,12  32064004,,12  32048433,RAFMARCONDES@HOTMAIL.COM,49,1200.00,05,0,,,0,,,,,"CASSIANO RICARDO, 319 — PARQUE RESIDENCIAL AQUARIUS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10933473000103,1,CONVALLE COMERCIO E REPRESENTACOES EM MATERIAIS DE CONSTRUCAO LTDA,,2,2009-06-08,0,,,,2062,2009-06-08,4679699,RUA,CONSELHEIRO RODRIGUES ALVES,364,SALA  III,CENTRO,12209540,SP,7099,SAO JOSE DOS CAMPOS,12  39344411,,,REPRESENTADA@UOL.COM.BR,49,10000.00,05,1,2015-01-01,,0,,,,,"CONSELHEIRO RODRIGUES ALVES, 364 — CENTRO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10933780000186,1,MERCADO APARECIDA E ALMEIDA LTDA,,2,2009-05-21,0,,,,2062,2009-05-21,4712100,RUA,DOZE,224,SALAO 01,CONJUNTO RESIDENCIAL DOM PEDRO II,12232867,SP,7099,SAO JOSE DOS CAMPOS,12  38762992,,12  38762992,abertura@tecvap.com.br,49,10000.00,01,1,2014-01-01,,0,,,,,"DOZE, 224 — CONJUNTO RESIDENCIAL DOM PEDRO II",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10933931000104,1,R. LUIS DA SILVA,RINALDO FUNILARIA E PINTURA,2,2009-06-18,0,,,,2135,2009-06-18,4520002,RUA,JOAQUIM CAETANO DE JESUS,323,,JARDIM SANTA INES I,12248300,SP,7099,SAO JOSE DOS CAMPOS,12  39291403,,,dacon2008@yahoo.com.br,50,15000.00,01,1,2009-06-18,,0,,,,,"JOAQUIM CAETANO DE JESUS, 323 — JARDIM SANTA INES I",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10934774000143,1,TREND TEK INDUSTRIA E COMERCIO DE MAQUINAS EIRELI,,2,2008-12-15,0,,,,2305,2008-12-15,4663000,RUA,CARAVELAS,620,,JARDIM VALE DO SOL,12238170,SP,7099,SAO JOSE DOS CAMPOS,12  32062777,,11  46781275,SISUFILIPE@HOTMAIL.COM,65,250000.00,03,1,2016-01-01,,0,,,,,"CARAVELAS, 620 — JARDIM VALE DO SOL",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10935702000110,1,TIAGO BERTAQUI RIBEIRO,,2,2009-06-09,0,,,,2135,2009-06-09,8219999,RUA,SCORPIUS,369,,JARDIM SATELITE,12230570,SP,7099,SAO JOSE DOS CAMPOS,12  39422447,12  39215004,12  39422447,badilho@terra.com.br,50,1000.00,01,1,2009-06-09,,0,,,,,"SCORPIUS, 369 — JARDIM SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10939576000172,1,ROSANA MOLINA CONSULTORIA EM MARKETING INTEGRADO LTDA,,2,2009-06-25,0,,,,2240,2009-06-25,7319004,RUA,SINESIO MARTINS NETO,105,,ESPLANADA DO SOL,12244770,SP,7099,SAO JOSE DOS CAMPOS,12  39424080,12  39414291,12  39424080,contato@caoll.com.br,49,2000.00,05,1,2016-01-01,,0,,,,,"SINESIO MARTINS NETO, 105 — ESPLANADA DO SOL",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10941775000115,1,M & M LBS MANUTENCAO E COMERCIO DE INFORMATICA LTDA,NETVISION,2,2009-06-22,0,,,,2062,2009-06-22,9511800,AVENIDA,PARARANGABA,404,,JARDIM PARARANGABA,12224790,SP,7099,SAO JOSE DOS CAMPOS,12  39378196,,,deltaconta@terra.com.br,49,15000.00,01,0,2009-06-22,2014-12-31,0,,,,,"PARARANGABA, 404 — JARDIM PARARANGABA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10941775000204,2,M & M LBS MANUTENCAO E COMERCIO DE INFORMATICA LTDA,NETVISION,2,2011-03-18,0,,,,2062,2011-03-18,9511800,AVENIDA,PARARANGABA,53,,JARDIM PARARANGABA,12224790,SP,7099,SAO JOSE DOS CAMPOS,12  39378196,,,deltaconta@terra.com.br,49,0.00,01,0,2009-06-22,2014-12-31,0,,,,,"PARARANGABA, 53 — JARDIM PARARANGABA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10942139000108,1,R F T GERMANO LANCHONETE,PETISCARIA DO VALE,2,2009-06-22,0,,,,2135,2009-06-22,5611203,AVENIDA,DAS ROSAS,530,,JARDIM MOTORAMA,12224000,SP,7099,SAO JOSE DOS CAMPOS,12  39217666,12  39217142,12  39213710,satelitecontabildc1@terra.com.br,50,1000.00,01,1,2009-06-22,,0,,,,,"DAS ROSAS, 530 — JARDIM MOTORAMA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10943336000141,1,PORTIMUS AUTO CENTER LTDA,PORTIMUS AUTO CENTER,2,2009-05-12,0,,,,2062,2009-05-12,4530703,RUA,BARILOCHE,121,,JARDIM AMERICA,12235320,SP,7099,SAO JOSE DOS CAMPOS,12  33084050,,12  39371837,PORTIMUS@PORTIMUS.COM.BR,49,25000.00,03,1,2011-01-01,,0,,,,,"BARILOCHE, 121 — JARDIM AMERICA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10945219000117,1,G. F. DE LIMA LOCADORA,,2,2009-06-02,0,,,,2135,2009-06-02,4712100,RUA,SETE,168,,CAMPOS DOS ALEMAES,12239130,SP,7099,SAO JOSE DOS CAMPOS,12  39392838,,,ASSANTOSCONTABIL@TERRA.COM.BR,50,1000.00,01,1,2009-06-02,,1,,,,,"SETE, 168 — CAMPOS DOS ALEMAES",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10945222000130,1,BLEND COMERCIAL LTDA,,2,2009-05-07,0,,,,2062,2009-05-07,4639701,RUA,ROMEU CARNEVALLI,164,,JARDIM BELA VISTA,12209005,SP,7099,SAO JOSE DOS CAMPOS,11  46563495,11  46571604,11  46571604,CELSORIBEIRO15@GMAIL.COM,49,500000.00,01,0,2011-01-01,2015-11-30,0,,,,,"ROMEU CARNEVALLI, 164 — JARDIM BELA VISTA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10945546000179,1,F LANNES TEIXEIRA,LANNES CURSOS E TREINAMENTOS,2,2009-06-22,0,,,,2135,2009-06-22,8599604,RUA,CENTRALINA,35,,BOSQUE DOS EUCALIPTOS,12233210,SP,7099,SAO JOSE DOS CAMPOS,12  39372678,,,ELPCONTABILIDADE@DIRECTLINK.COM.BR,50,5000.00,01,1,2009-06-22,,0,,,,,"CENTRALINA, 35 — BOSQUE DOS EUCALIPTOS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10945729000194,1,ROBERTO DOS SANTOS,,2,2009-06-30,0,,,,4120,2009-06-30,151201,ESTRADA,DO BAIRRO DO RONCADOR SP 50,KM 108,SITIO N S DE LOURDES,RONCADOR,12249000,SP,7099,SAO JOSE DOS CAMPOS,12  39371589,,,srsjc@vivax.com.br,59,0.00,05,0,,,0,,,,,"DO BAIRRO DO RONCADOR SP 50, KM 108 — RONCADOR",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10945776000138,1,GILBERTO SIMOES APARELHOS ELETROMEDICO E ELETROTERAPEUTICOS,ODON-TECH,2,2009-06-22,0,,,,2135,2009-06-22,3312103,RUA,JOAO BICUDO,258,,JARDIM ESPLANADA,12242530,SP,7099,SAO JOSE DOS CAMPOS,12  39434424,,,SBCONTABILIDADE@UOL.COM.BR,50,5000.00,01,1,2009-06-22,,0,,,,,"JOAO BICUDO, 258 — JARDIM ESPLANADA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10946064000133,1,JOSE APARECIDO OLIVEIRA MACHADO,,2,2009-07-01,0,,,,4120,2009-07-01,151201,ESTRADA MUNICIPAL,JOSE BENEDITO DE OLIVEIRA TRAVESSA 3,S/N,,DOS FREITAS,12214000,SP,7099,SAO JOSE DOS CAMPOS,12  39481131,,,vcmcontabilidade@yahoo.com.br,59,0.00,05,0,,,0,,,,,"JOSE BENEDITO DE OLIVEIRA TRAVESSA 3, S/N — DOS FREITAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10946153000180,1,DORIVAL SILVEIRA DA ROSA E OUTRA,,2,2009-07-01,0,,,,4120,2009-07-01,151202,RODOVIA,"SP 50 KM 111,5",S/N,SITIO DOIS IRMAOS,TAQUARI,12210010,SP,7099,SAO JOSE DOS CAMPOS,12  39699304,,,,59,0.00,05,0,,,0,,,,,"SP 50 KM 111,5, S/N — TAQUARI",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10946162000170,1,LUIZ ROBERTO RIBEIRO FARIA,,2,2009-07-01,0,,,,4120,2009-07-01,151201,SÍTIO,DO SABAO,S/N,,SABAO GRANDE,12209000,SP,7099,SAO JOSE DOS CAMPOS,12  39261174,12  97188415,,,59,0.00,05,0,,,0,,,,,"DO SABAO, S/N — SABAO GRANDE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10946303000155,1,BOTTARO COMERCIO DE MOVEIS LTDA,B A PLANEJADOS,2,2009-06-30,0,,,,2062,2009-06-30,4754701,RUA,HELENA TIRELLO ALVARENGA SOUZA,218,,PALMEIRAS DE SAO JOSE,12237870,SP,7099,SAO JOSE DOS CAMPOS,12  39338566,,12  39349397,FOKUS@FOKUSCONTABIL.COM.BR,49,70000.00,03,1,2020-01-01,,0,,,,,"HELENA TIRELLO ALVARENGA SOUZA, 218 — PALMEIRAS DE SAO JOSE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10946426000196,1,BSOFT 4U TECNOLOGIA DA INFORMACAO LTDA,,2,2009-06-24,0,,,,2062,2009-06-24,6209100,RUA,JOSE GOMES DE ABREU,276,,VILA ESTER,12221580,SP,7099,SAO JOSE DOS CAMPOS,12  39211018,,,fran.contabil@globo.com,49,1000.00,01,1,2009-06-24,,0,,,,,"JOSE GOMES DE ABREU, 276 — VILA ESTER",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10952988000142,1,ADORINO VICTORIO,,2,2009-07-07,0,,,,4120,2009-07-07,151202,ESTRADA,RIO DO PEIXE,661,: SITIO BELA VENEZA;,RONCADOR,12249000,SP,7099,SAO JOSE DOS CAMPOS,12  97008886,,,,59,0.00,05,0,,,0,,,,,"RIO DO PEIXE, 661 — RONCADOR",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10954092000100,1,M T J SERPA TRANSPORTES E LOCACAO,M T J TRANSPORTES E LOCACAO,2,2009-07-01,0,,,,2135,2009-07-01,4929901,RUA,ERMERENTINA CARVALHO CAMPOS,141,,JARDIM IMPERIAL,12234380,SP,7099,SAO JOSE DOS CAMPOS,12  39348058,12  30193174,12  39348058,CONTABILIDADEIDEALIZABEL@HOTMAIL.COM,50,10000.00,01,1,2009-07-01,,0,,,,,"ERMERENTINA CARVALHO CAMPOS, 141 — JARDIM IMPERIAL",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10954355000173,1,L.G.F. SEMENSATO CONFECCAO,,2,2009-06-16,0,,,,2135,2009-06-16,4781400,RUA,GUARANI,201,,SANTANA,12211740,SP,7099,SAO JOSE DOS CAMPOS,12  39224720,,,DJACY.C@IG.COM.BR,50,10000.00,01,1,2020-01-01,,0,,,,,"GUARANI, 201 — SANTANA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10954389000168,1,LAVANDERIA LAVABRASIL LTDA,LAVABRASIL,2,2009-06-29,0,,,,2062,2009-06-29,9601701,RUA,ROSARIO,626,,JARDIM AMERICA,12235420,SP,7099,SAO JOSE DOS CAMPOS,12  39211018,,,CONTABIL.PROCESSO@GLOBO.COM,49,20000.00,01,1,2009-06-29,,0,,,,,"ROSARIO, 626 — JARDIM AMERICA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10956015000181,1,TLBA HOLDING FAMILIAR LTDA,,2,2009-06-05,0,,,,2062,2009-06-05,6462000,AVENIDA,DO TUBARAO,331,APT   201,PARQUE RESIDENCIAL AQUARIUS,12246140,SP,7099,SAO JOSE DOS CAMPOS,12  82084463,,12  39331040,LORIBRIT@HOTMAIL.COM,49,3000.00,05,0,,,0,,,,,"DO TUBARAO, 331 — PARQUE RESIDENCIAL AQUARIUS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10957208000157,1,EDIFICIO VIVERE,EDIFICIO VIVERE,2,2009-05-06,0,,,,3085,2009-05-06,8112500,RUA,PORTO NOVO,120,,JARDIM SATELITE,12230060,SP,7099,SAO JOSE DOS CAMPOS,12  33025950,12  33025951,12  33025953,,19,0.00,05,0,,,0,,,,,"PORTO NOVO, 120 — JARDIM SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10957222000150,1,R & R DESENVOLVIMENTO DE SOFTWARE -LTDA,,2,2019-12-04,0,,,,2062,2009-06-15,6201501,AVENIDA,ENG. FRANSCISCO PRESTES MAIA,611,,JD DAS INDUSTRIAS,12240680,SP,7099,SAO JOSE DOS CAMPOS,12  39392838,,,ednazordancontabil@gmail.com,49,1000.00,01,0,,,0,,,,,"ENG. FRANSCISCO PRESTES MAIA, 611 — JD DAS INDUSTRIAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10957415000101,1,W. T. DOS SANTOS VETERINARIA,VETERINARIA DONIZETTI,2,2009-07-02,0,,,,2135,2009-07-02,7500100,RUA,DOS ARTESAS,191,,PARQUE NOVO HORIZONTE,12225780,SP,7099,SAO JOSE DOS CAMPOS,12  39078281,,,WILSIDERAL@YAHOO.COM.BR,50,15000.00,01,1,2015-01-01,,0,,,,,"DOS ARTESAS, 191 — PARQUE NOVO HORIZONTE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10957424000100,1,IGREJA PRESBITERIANA NO JARDIM SUL,IGREJA PRESBITERIANA NO JARDIM SUL,2,2009-06-16,0,,,,3999,2009-06-16,9491000,AVENIDA,JOSE DE RESENDE,90,,JARDIM SUL,12236489,SP,7099,SAO JOSE DOS CAMPOS,12  39316092,12  91392512,,JACYR.MELLO@GMAIL.COM,16,0.00,05,0,,,0,,,,,"JOSE DE RESENDE, 90 — JARDIM SUL",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10957506000147,1,GENESIO ALMEIDA OLIVEIRA LAVA AUTOS,,2,2009-06-17,0,,,,2135,2009-06-17,4520005,AVENIDA,PERSEU,1.101,,JARDIM SATELITE,12230470,SP,7099,SAO JOSE DOS CAMPOS,12  88081370,,,,50,5000.00,01,1,2010-01-01,,0,,,,,"PERSEU, 1.101 — JARDIM SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10957557000179,1,TIAGO DA SILVA NEVES,,2,2009-06-24,0,,,,2135,2009-06-24,5612100,RUA,NANUQUE,193,,BOSQUE DOS EUCALIPTOS,12233550,SP,7099,SAO JOSE DOS CAMPOS,12  39337448,,12  33025452,NEVESTI676@GMAIL.COM,50,20000.00,01,1,2009-06-24,,1,,,,,"NANUQUE, 193 — BOSQUE DOS EUCALIPTOS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10957685000112,1,BAYMA & MARCO ASSESSORIA LTDA.,BAYMA & MARCO,2,2009-07-06,0,,,,2240,2009-07-06,8299799,AVENIDA,NOVE DE JULHO,1027,APT   1003,JARDIM APOLO,12243000,SP,7099,SAO JOSE DOS CAMPOS,12  39425326,,,geworks@uol.com.br,49,1000.00,05,1,2009-07-06,,0,,,,,"NOVE DE JULHO, 1027 — JARDIM APOLO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10959504000197,1,CARVALHO & LIMA COMERCIO DE PECAS AUTOMOTIVAS E SERVICOS LTDA,,2,2019-06-07,0,,,,2062,2009-07-08,4530703,RUA,SANTO EXPEDITO,350,,RESIDENCIAL UNIAO,12239021,SP,7099,SAO JOSE DOS CAMPOS,12  39310778,,12  39310778,SUPORTCONT@UOL.COM.BR,49,15000.00,01,0,,,0,,,,,"SANTO EXPEDITO, 350 — RESIDENCIAL UNIAO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
